licenseNumber,businessName,licenseType,State,StateAbbr,address,city,zipCode,expirationDate,status,phone,email
020-101152569FD,PureJoy Gardens LLC,recreational producer,Oregon,OR,,,,02/21/2025,active,,
020-101172236B2,"BBA Grovers, Inc",recreational producer,Oregon,OR,,,,06/21/2025,active,,
020-101179080AC,Praceena Gardens LLC,recreational producer,Oregon,OR,,,,07/22/2025,active,,
020-101182097C3,Hotbox Farms,recreational producer,Oregon,OR,,,,06/28/2025,active,,
020-101226216BD,Conscious Cultivators,recreational producer,Oregon,OR,,,,12/08/2024,active,,
020-101226527AF,Hillsboro Technologies LLC,recreational producer,Oregon,OR,,,,10/28/2024,active,,
020-101253018B5,Las Arbolitas,recreational producer,Oregon,OR,,,,08/24/2025,active,,
020-101268595D6,The Delta Company,recreational producer,Oregon,OR,,,,05/25/2025,active,,
020-101292180C0,Chalula Farms,recreational producer,Oregon,OR,,,,12/01/2024,active,,
020-101293751D8,Hotbox Farms,recreational producer,Oregon,OR,,,,09/16/2024,active,,
020-101309593A9,Farmory,recreational producer,Oregon,OR,,,,12/05/2024,active,,
020-101319592E7,E6,recreational producer,Oregon,OR,,,,03/13/2025,active,,
020-101330151EE,Legacy Gardens,recreational producer,Oregon,OR,,,,07/21/2025,active,,
020-101359685F8,RCJ Farms,recreational producer,Oregon,OR,,,,04/27/2025,active,,
020-101457546EB,Savage Cannabis,recreational producer,Oregon,OR,,,,01/23/2025,active,,
020-101473956E6,"Paradise Hill, LLC",recreational producer,Oregon,OR,,,,04/29/2025,active,,
020-101502807DE,Garden Classics,recreational producer,Oregon,OR,,,,07/06/2024,active,,
020-101529766D3,Quantum Oregon,recreational producer,Oregon,OR,,,,10/18/2024,active,,
020-101551681E5,Lavandula Canna,recreational producer,Oregon,OR,,,,04/08/2025,active,,
020-101554730A0,Eleven Eleven,recreational producer,Oregon,OR,,,,02/24/2025,active,,
020-101599718A9,Oso Verde Farms,recreational producer,Oregon,OR,,,,12/08/2024,active,,
020-101628371CF,"Nectar Markets, LLC",recreational producer,Oregon,OR,,,,04/15/2025,active,,
020-101628614F5,Nectar Markets LLC,recreational producer,Oregon,OR,,,,04/15/2025,active,,
020-101632394C9,Humboldt Boyz,recreational producer,Oregon,OR,,,,07/22/2025,active,,
020-101653718A6,"Sky High Group, LLC",recreational producer,Oregon,OR,,,,04/08/2025,active,,
020-101659888C1,Oregon Pineapple,recreational producer,Oregon,OR,,,,04/12/2025,active,,
020-101660692CE,Steven D Hanlin Sole proprietor,recreational producer,Oregon,OR,,,,04/20/2025,active,,
020-101662624F3,Dr. Jolly's Industries LLC,recreational producer,Oregon,OR,,,,03/31/2025,active,,
020-101668801CD,"VNR Ventures, LLC",recreational producer,Oregon,OR,,,,04/21/2025,active,,
020-101672930B3,Agricola Eugene,recreational producer,Oregon,OR,,,,10/07/2024,active,,
020-101682142A8,Falahi,recreational producer,Oregon,OR,,,,08/26/2025,active,,
020-101693328DB,Nectar; Applegate Valley Organics,recreational producer,Oregon,OR,,,,06/30/2025,active,,
020-101698443D4,Duck Tails,recreational producer,Oregon,OR,,,,06/09/2025,active,,
020-101712660DD,Self Made Cannabis Company,recreational producer,Oregon,OR,,,,06/01/2025,active,,
020-101719677E7,Gud Gardens,recreational producer,Oregon,OR,,,,04/27/2025,active,,
020-101724145F1,Agricola Independence 2,recreational producer,Oregon,OR,,,,08/03/2025,active,,
020-101732632C4,Growing Up,recreational producer,Oregon,OR,,,,10/26/2024,active,,
020-101740495C0,Doinkz,recreational producer,Oregon,OR,,,,09/16/2024,active,,
020-101752721DF,Highly Cultivated,recreational producer,Oregon,OR,,,,09/29/2024,active,,
020-101805314A5,"Silver Leaf Springs, LLC",recreational producer,Oregon,OR,,,,01/05/2025,active,,
020-101840189A7,"Inner Rhythm, LLC",recreational producer,Oregon,OR,,,,03/21/2025,active,,
020-101870443ED,Flowers of the Sun LLC,recreational producer,Oregon,OR,,,,04/21/2025,active,,
020-101871992C1,High Tech Farms 2.0,recreational producer,Oregon,OR,,,,03/16/2025,active,,
020-101872211B1,K2 Sunrise LLC,recreational producer,Oregon,OR,,,,06/12/2025,active,,
020-101895533E4,Rados,recreational producer,Oregon,OR,,,,05/30/2025,active,,
020-101905776EA,High Clearance Grow,recreational producer,Oregon,OR,,,,04/07/2025,active,,
020-101907840E8,"North Star Wealth, LLC",recreational producer,Oregon,OR,,,,07/04/2025,active,,
020-101992649DA,213 Farms,recreational producer,Oregon,OR,,,,07/28/2025,active,,
020-102160580FD,Gallana,recreational producer,Oregon,OR,,,,09/22/2025,active,,
020-102216734FC,Coastal Cultivation LLC,recreational producer,Oregon,OR,,,,11/17/2024,active,,
020-102217759E9,Oregon Farms,recreational producer,Oregon,OR,,,,11/21/2024,active,,
020-102257329CE,Black Wolf Cannabis,recreational producer,Oregon,OR,,,,12/07/2024,active,,
020-102270790DF,New Riderz Garden,recreational producer,Oregon,OR,,,,12/06/2024,active,,
020-102271719BE,Treasure Valley Cannabis Company,recreational producer,Oregon,OR,,,,01/02/2025,active,,
020-102282087E4,Stairway,recreational producer,Oregon,OR,,,,11/29/2025,active,,
020-102313608D8,Eco Supreme,recreational producer,Oregon,OR,,,,02/09/2025,active,,
020-102342347BF,Ripped City,recreational producer,Oregon,OR,,,,05/31/2025,active,,
020-102347905E8,Flangas Farms,recreational producer,Oregon,OR,,,,07/12/2025,active,,
020-102363262A7,JoCo Green,recreational producer,Oregon,OR,,,,07/26/2025,active,,
020-102364796A9,JoCo Green,recreational producer,Oregon,OR,,,,07/26/2025,active,,
020-102367257BD,LeDomaine Farms,recreational producer,Oregon,OR,,,,06/11/2025,active,,
020-102395384E8,Self Made Cannabis Company,recreational producer,Oregon,OR,,,,06/28/2025,active,,
020-102400917FC,Total Titan Systems LLC,recreational producer,Oregon,OR,,,,07/05/2025,active,,
020-102407792DE,Talia Tallah Farms,recreational producer,Oregon,OR,,,,08/14/2024,active,,
020-102409901DE,Caveman Family Farms LLC,recreational producer,Oregon,OR,,,,07/26/2024,active,,
020-102424440AF,Duron Farms LLC,recreational producer,Oregon,OR,,,,08/09/2025,active,,
020-102453360AA,3CC,recreational producer,Oregon,OR,,,,09/13/2025,active,,
020-102455651DC,Omni Brands,recreational producer,Oregon,OR,,,,09/25/2024,active,,
020-102484134E3,Freedom Life Plus,recreational producer,Oregon,OR,,,,09/20/2025,active,,
020-102504490DA,MVP Cultivation,recreational producer,Oregon,OR,,,,12/20/2024,active,,
020-102508211B7,Lochness Corral,recreational producer,Oregon,OR,,,,12/14/2024,active,,
020-102512043DB,Gold Angel LLC,recreational producer,Oregon,OR,,,,11/14/2024,active,,
020-102519670AF,Nectar Stick,recreational producer,Oregon,OR,,,,01/04/2025,active,,
020-102522928DD,Calyx Cultivation,recreational producer,Oregon,OR,,,,01/08/2025,active,,
020-102527973A9,The Heights Co,recreational producer,Oregon,OR,,,,12/04/2025,active,,
020-102555801B5,Tian,recreational producer,Oregon,OR,,,,01/31/2025,active,,
020-102582943AB,Rogue River Family Farms,recreational producer,Oregon,OR,,,,03/06/2025,active,,
020-1000282043E,Pintail,recreational producer,Oregon,OR,,,,06/05/2025,active,,
020-1000471407C,Upcountry,recreational producer,Oregon,OR,,,,02/27/2025,active,,
020-1000660225B,Dirty Arm Farm,recreational producer,Oregon,OR,,,,08/30/2025,active,,
020-1000739670C,Green Acres of Oregon,recreational producer,Oregon,OR,,,,05/07/2025,active,,
020-1000814825E,Toking Farms,recreational producer,Oregon,OR,,,,07/17/2025,active,,
020-1000948748D,Hazy Valley Horticulture,recreational producer,Oregon,OR,,,,01/04/2025,active,,
020-1001124042C,Apollo Grown Inc.,recreational producer,Oregon,OR,,,,08/06/2025,active,,
020-1001135132A,Next Generation Nurseries,recreational producer,Oregon,OR,,,,06/26/2025,active,,
020-1001533757C,"OG Gardens, LLC",recreational producer,Oregon,OR,,,,01/29/2025,active,,
020-1001546468C, Upper Rogue Terraces,recreational producer,Oregon,OR,,,,06/19/2025,active,,
020-1001863397C,Saum Creek Farm  LLC,recreational producer,Oregon,OR,,,,02/16/2025,active,,
020-1001946446B,Cirrus Green LLC,recreational producer,Oregon,OR,,,,01/02/2025,active,,
020-1001958746A,Deschutes Growery,recreational producer,Oregon,OR,,,,12/27/2024,active,,
020-1002000510A,Rainforest Botanix/Rainforest Organix,recreational producer,Oregon,OR,,,,12/11/2024,active,,
020-1002525373D,OREGON KGB,recreational producer,Oregon,OR,,,,08/13/2025,active,,
020-1002647322E,Leap Farms,recreational producer,Oregon,OR,,,,09/28/2024,active,,
020-1002661668E,Foley Farms,recreational producer,Oregon,OR,,,,08/03/2025,active,,
020-1002819666A,Alter Farms,recreational producer,Oregon,OR,,,,09/12/2025,active,,
020-1003129000D,Aphrodite's Desire,recreational producer,Oregon,OR,,,,09/08/2024,active,,
020-1003248604C,High Winds Farm,recreational producer,Oregon,OR,,,,03/15/2025,active,,
020-1003391638A,Alibi Cannabis,recreational producer,Oregon,OR,,,,09/25/2025,active,,
020-1003481400B,"Thermal Farms, LLC",recreational producer,Oregon,OR,,,,04/14/2025,active,,
020-1003751023B,Kanna-Wise,recreational producer,Oregon,OR,,,,02/04/2023,active,,
020-1004206317E,Zigjagman Inc,recreational producer,Oregon,OR,,,,01/17/2025,active,,
020-1004402658D,Benson Arbor,recreational producer,Oregon,OR,,,,08/15/2025,active,,
020-1004546490A,Skunk Train Farm LLC,recreational producer,Oregon,OR,,,,03/05/2025,active,,
020-1004548614C,Alta Gardens,recreational producer,Oregon,OR,,,,03/13/2025,active,,
020-1004698759B,Urban Canna,recreational producer,Oregon,OR,,,,04/27/2025,active,,
020-1004852416D,Four Season Farm,recreational producer,Oregon,OR,,,,06/17/2025,active,,
020-1005445448D,Cave Junctions Farms,recreational producer,Oregon,OR,,,,09/19/2024,active,,
020-1005526222A,Golden Jackal Farm,recreational producer,Oregon,OR,,,,05/01/2025,active,,
020-1005602453F,Oregon Dreams,recreational producer,Oregon,OR,,,,05/08/2025,active,,
020-1005608804C,Poseidon's Element,recreational producer,Oregon,OR,,,,06/21/2025,active,,
020-1005996409F,Nectar of the Bud,recreational producer,Oregon,OR,,,,08/07/2025,active,,
020-1006416525E,SACRED FLOWER FARMS,recreational producer,Oregon,OR,,,,07/23/2025,active,,
020-1006486456E,The Green Cow Farm,recreational producer,Oregon,OR,,,,04/08/2025,active,,
020-1006693026C,Rare Earth Organics,recreational producer,Oregon,OR,,,,04/28/2025,active,,
020-1006912001D,Artisan Grown,recreational producer,Oregon,OR,,,,01/16/2025,active,,
020-1006970670A,Flyin' Hawaiian Farms,recreational producer,Oregon,OR,,,,08/31/2025,active,,
020-1007378584B,45th Parallel Farms,recreational producer,Oregon,OR,,,,03/20/2025,active,,
020-1007434948F,Zuni Products,recreational producer,Oregon,OR,,,,05/08/2025,active,,
020-1007603646A,"RDNA Production, Inc.",recreational producer,Oregon,OR,,,,04/02/2025,active,,
020-1007963264A,Garden of Weeden / Ascent Farms,recreational producer,Oregon,OR,,,,01/15/2025,active,,
020-1008921321D,GRIZZLY AGRICULTURE,recreational producer,Oregon,OR,,,,06/07/2025,active,,
020-1009048736B,TieDie Farms,recreational producer,Oregon,OR,,,,02/10/2025,active,,
020-1009218671A,Crop Valley,recreational producer,Oregon,OR,,,,06/05/2025,active,,
020-1009295605A,ZENBEANZ LLC,recreational producer,Oregon,OR,,,,11/09/2024,active,,
020-1009466153A,"Three Bros Grows, LLC",recreational producer,Oregon,OR,,,,08/09/2025,active,,
020-1010094115B,Dumas Development LLC,recreational producer,Oregon,OR,,,,03/24/2025,active,,
020-1010097836A,17 Farms LLC,recreational producer,Oregon,OR,,,,01/30/2025,active,,
020-1010164173F,Angel Hill Farms,recreational producer,Oregon,OR,,,,05/26/2025,active,,
020-1010203360A,SBIG LLC,recreational producer,Oregon,OR,,,,04/29/2025,active,,
020-1010425654C,Bella Erba,recreational producer,Oregon,OR,,,,12/13/2024,active,,
020-1010603194C,Illumination Craft Cannabis,recreational producer,Oregon,OR,,,,10/09/2024,active,,
020-1010658331F,Las Lomas Butte Game Farm,recreational producer,Oregon,OR,,,,09/30/2024,active,,
020-1010895324D,Dutch Leaf Co.,recreational producer,Oregon,OR,,,,12/15/2024,active,,
020-1011031826D,Rogue Valley Prime Organics LLC,recreational producer,Oregon,OR,,,,01/06/2025,active,,
020-1011143537F,FHOTD LLC,recreational producer,Oregon,OR,,,,12/16/2024,active,,
020-1011414537D,Solali LLC,recreational producer,Oregon,OR,,,,03/28/2025,active,,
020-1011504424F,Legends of CBD,recreational producer,Oregon,OR,,,,12/10/2024,active,,
020-1011533358F,High Guys LLC,recreational producer,Oregon,OR,,,,05/23/2025,active,,
020-1012070422F,Angell Investor,recreational producer,Oregon,OR,,,,11/09/2024,active,,
020-1012120737F,DTiger Farms,recreational producer,Oregon,OR,,,,10/18/2024,active,,
020-1012773895A,Oregon Cannabis Collective,recreational producer,Oregon,OR,,,,02/01/2025,active,,
020-1012860709D,SBDC Services LLC,recreational producer,Oregon,OR,,,,02/09/2025,active,,
020-1013043459E,"JD&E Holdings, LLC",recreational producer,Oregon,OR,,,,08/11/2025,active,,
020-1015535427E,Wee Farms,recreational producer,Oregon,OR,,,,11/12/2024,active,,
020-1015610245C,Pacific Green Growers,recreational producer,Oregon,OR,,,,10/20/2024,active,,
020-1015960061C,Flower Family Farms,recreational producer,Oregon,OR,,,,09/22/2025,active,,
020-1016185356C,Herban Tribe,recreational producer,Oregon,OR,,,,09/01/2025,active,,
020-1016546481F,"WeGrowGreen, LLC",recreational producer,Oregon,OR,,,,05/10/2025,active,,
020-1017097932B,Southern Oregon Cannabis,recreational producer,Oregon,OR,,,,09/14/2024,active,,
020-1017127471E,Self Made Cannabis Company,recreational producer,Oregon,OR,,,,08/09/2025,active,,
020-1017378683D,CBDiscovery,recreational producer,Oregon,OR,,,,02/17/2025,active,,
020-1017555959F,"Psychonaut Oregon, LLC",recreational producer,Oregon,OR,,,,11/29/2024,active,,
020-1017841627D,Nectar,recreational producer,Oregon,OR,,,,02/14/2025,active,,
020-1018003618D,Altered Investments LLC,recreational producer,Oregon,OR,,,,12/22/2024,active,,
020-1018120752F,Herbal Dynamics,recreational producer,Oregon,OR,,,,01/24/2025,active,,
020-1018299842A,Pacha Gardens,recreational producer,Oregon,OR,,,,03/06/2025,active,,
020-1018323891B,FLOREKULTURE,recreational producer,Oregon,OR,,,,02/15/2025,active,,
020-1018397756B,CJ Operator,recreational producer,Oregon,OR,,,,05/05/2025,active,,
020-1019435877E,Apis Hyve LLC,recreational producer,Oregon,OR,,,,07/25/2025,active,,
020-1021954036C,Mogowi,recreational producer,Oregon,OR,,,,05/16/2025,active,,
020-1021985698F,SJT Agriculture,recreational producer,Oregon,OR,,,,09/26/2025,active,,
020-1022104451D,NJ95,recreational producer,Oregon,OR,,,,09/11/2025,active,,
020-1022287118A,Hidden Hills Cannabis,recreational producer,Oregon,OR,,,,10/26/2024,active,,
020-1022663895C,Williams Wonder Farms,recreational producer,Oregon,OR,,,,01/09/2025,active,,
020-1022719685C,Treasure Valley Cannabis Company,recreational producer,Oregon,OR,,,,01/02/2025,active,,
020-1022755615D,KJD Consulting and Construction LLC,recreational producer,Oregon,OR,,,,01/18/2025,active,,
020-1023128294C,ROGUE VALLEY FARM LLC,recreational producer,Oregon,OR,,,,05/23/2025,active,,
020-1023206672F,SugarTop Buddery,recreational producer,Oregon,OR,,,,03/30/2025,active,,
020-1023244239C,Columbia Growing,recreational producer,Oregon,OR,,,,03/13/2025,active,,
020-1023559091C,Joy Entertainment INC,recreational producer,Oregon,OR,,,,04/20/2025,active,,
020-1023593503D,Billy Bones Cannabis Club,recreational producer,Oregon,OR,,,,06/20/2025,active,,
020-1023606937F,Joco Green,recreational producer,Oregon,OR,,,,08/08/2025,active,,
020-1023608331E,Joco Green,recreational producer,Oregon,OR,,,,08/08/2025,active,,
020-1023794256F,Livin Life,recreational producer,Oregon,OR,,,,06/25/2025,active,,
020-1023804566D,Pin Farms,recreational producer,Oregon,OR,,,,06/22/2025,active,,
020-1023846998E,Ganja Key,recreational producer,Oregon,OR,,,,07/10/2025,active,,
020-1023979381B,Dragon Ladies Flower,recreational producer,Oregon,OR,,,,06/20/2025,active,,
020-1024003826C,Tatted Princess Gardens,recreational producer,Oregon,OR,,,,06/13/2025,active,,
020-1024055640C,"NO TOMATO, LLC",recreational producer,Oregon,OR,,,,07/10/2025,active,,
020-1024162383D,One Pine LLC,recreational producer,Oregon,OR,,,,08/21/2025,active,,
020-1024260677E,High Vibes Ranch,recreational producer,Oregon,OR,,,,08/24/2025,active,,
020-1024288765A,Copco Airways,recreational producer,Oregon,OR,,,,08/03/2025,active,,
020-1024330074F,JoCo Bros,recreational producer,Oregon,OR,,,,01/23/2025,active,,
020-1024426744D,Juice Brothers,recreational producer,Oregon,OR,,,,07/19/2025,active,,
020-1024487991F,NW Kind,recreational producer,Oregon,OR,,,,08/07/2025,active,,
020-1024563097D,BADMOON,recreational producer,Oregon,OR,,,,10/23/2024,active,,
020-1024659425A,Rich Rising Farms,recreational producer,Oregon,OR,,,,07/20/2025,active,,
020-1024719555D,HOOD VALLEY FARMS,recreational producer,Oregon,OR,,,,08/13/2025,active,,
020-1024798619D,TLMD LLC,recreational producer,Oregon,OR,,,,02/04/2025,active,,
020-1024858781A,A Little Bit of Paradise Farms,recreational producer,Oregon,OR,,,,10/16/2024,active,,
020-1024873027C,South City,recreational producer,Oregon,OR,,,,12/04/2024,active,,
020-1025263573E,Three Pines LLC,recreational producer,Oregon,OR,,,,02/11/2025,active,,
020-1025444424A,Fire Dept. Cannabis,recreational producer,Oregon,OR,,,,11/26/2024,active,,
020-1025480212D,Volcanic Roots LLC,recreational producer,Oregon,OR,,,,02/11/2025,active,,
020-10000296094,"Bula Farms, LLC",recreational producer,Oregon,OR,,,,01/11/2025,active,,
020-10000518290,"Pacific Coast Partners, LLC",recreational producer,Oregon,OR,,,,09/03/2025,active,,
020-10000792689,Northwest Botanica,recreational producer,Oregon,OR,,,,08/14/2025,active,,
020-10000876283,High Productions LLC,recreational producer,Oregon,OR,,,,03/28/2025,active,,
020-10001745681,Core Gardens,recreational producer,Oregon,OR,,,,10/02/2023,active,,
020-10002115500,Dicot Farms,recreational producer,Oregon,OR,,,,06/15/2025,active,,
020-10002678151,"Tap-Reloop, LLC",recreational producer,Oregon,OR,,,,05/25/2025,active,,
020-10003224875,Seed Soil Sun,recreational producer,Oregon,OR,,,,06/02/2024,active,,
020-10005776262,Grass Roots Nursery,recreational producer,Oregon,OR,,,,05/05/2025,active,,
020-10006144415,TG Industries LLC,recreational producer,Oregon,OR,,,,12/15/2024,active,,
020-10006296796,LUVLI,recreational producer,Oregon,OR,,,,12/18/2024,active,,
020-10010525940,Wildflowers Cultivation,recreational producer,Oregon,OR,,,,01/31/2025,active,,
020-10012252750,Oregon Coast Farms,recreational producer,Oregon,OR,,,,11/30/2024,active,,
020-10012818020,"Farm Grove, LLC",recreational producer,Oregon,OR,,,,06/15/2024,active,,
020-10014492356,Thrive Gardens,recreational producer,Oregon,OR,,,,11/29/2024,active,,
020-10014550116,Trichome Farms,recreational producer,Oregon,OR,,,,04/11/2025,active,,
020-10015055786,Piff Indoor,recreational producer,Oregon,OR,,,,02/23/2025,active,,
